event_id,supply_security_impact,procurement_cost_impact,investment_opportunity_impact,geopolitical_risk_impact,catl_exposure,impact_level,impact_summary
0ed0b1deeda8,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
40e2571cafcd,中,中,中,中,lithium,高,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
f2a2585dc596,中,中,中,中,lithium,高,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
db89f0b33f0d,中,中,中,中,lithium,高,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
b92aa751e0a6,中,中,中,中,lithium,高,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
4217290a787d,中,中,中,中,lithium,高,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
44effba0f21b,中,高,中,中,spodumene,高,该事件对供给安全为中、采购成本为高、投资机会为中、地缘风险为中，建议纳入周度跟踪。
f8db77ee237d,中,高,中,中,spodumene,高,该事件对供给安全为中、采购成本为高、投资机会为中、地缘风险为中，建议纳入周度跟踪。
ad58a7caf036,中,高,中,中,Ewoyaa / spodumene,高,该事件对供给安全为中、采购成本为高、投资机会为中、地缘风险为中，建议纳入周度跟踪。
6d0df15ee1b8,高,中,低,高,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
e8488137277a,高,高,低,低,China / lithium,高,China事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
5a55589fd1ad,高,高,低,低,China / lithium,高,China事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
78e7c21406fe,高,高,低,中,Australia / lithium,高,Australia事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
461fe5f054fd,高,高,低,低,China / lithium,高,China事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
f83cedc0cbf1,高,高,低,低,China / lithium,高,China事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
825615cc9eee,高,高,低,低,lithium,高,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
05133b9ea77a,低,低,高,低,brine,高,"SQM, Codelco Seal Landmark Lithium Joint Venture in Salar de Atacama - Investing News Network可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。"
2fcfb69ea9a4,低,低,低,低,lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
7bbc1ca349e8,高,高,低,低,China / lithium,高,China事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
c8a7ca4e5fe7,中,中,中,中,Australia / lithium,高,Australia政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
9c2fc7592aaa,高,高,低,中,Australia / lithium,高,Australia事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
4636586cc246,中,中,中,中,Chile / lithium,高,Chile政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
2a345406d5f9,高,高,低,中,Australia / lithium,高,Australia事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
446b6c284f6c,中,中,中,中,Australia / lithium,高,Australia政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
27ee71878bc7,高,高,低,中,Australia / lithium,高,Australia事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
d5ef51f6bf77,低,低,高,低,lithium,高,Codelco & SQM seal landmark lithium joint venture in Atacama - Indian Chemical News可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。
0d1399e4dda5,高,高,低,低,China / lithium,高,China事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
d78d7d54f9c8,中,中,中,中,Zimbabwe / lithium,高,Zimbabwe政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
34f8beb2abd0,高,高,低,中,Australia / lithium,高,Australia事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
67232b2c3edd,低,低,低,低,lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
7dd4fb6e9585,高,高,低,低,China / lithium,高,China事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
0a591bf8ef8c,低,低,高,低,lithium,高,Leo Lithium eyes acquisitions after cashing in on Goulamina exit - Mining Weekly可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。
4fb733d6486d,高,高,低,低,China / lithium,高,China事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
d259d7afd0fd,低,低,高,低,Finniss / lithium,高,Core Lithium pays $2m to terminate last Finniss offtake - Mining Weekly可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。
71d7e7d3435f,中,中,中,中,Chile / lithium,高,Chile政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
e4a96e8db96d,高,高,低,低,China / lithium,高,China事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
29b8e5413839,高,高,低,低,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
816487a98503,高,高,低,低,China / lithium,高,China事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
cf3104cab375,低,低,高,低,lithium,高,Sigma Lithium Announces Full Year 2025 Results: US$31M Cash Flow and 47% Cash Margin in 4Q25; Signed US$146M in Two Offtake Agreements - TMX Newsfile可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。
533befaace21,高,高,低,低,China / lithium,高,China事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
d43d0ccc655a,低,低,低,低,Greenbushes / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
94b45d38a7bd,高,高,低,低,Argentina / lithium,高,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
72d001adfc0d,高,高,低,低,Argentina / lithium,高,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ce5f0d901bf5,高,高,低,低,Argentina / lithium,高,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ae6cc3b61515,高,高,低,低,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
92136406cbb2,低,低,低,低,lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
b3ba96f014f6,低,低,低,中,Australia / Greenbushes / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
480c7828af4f,中,中,中,中,Argentina / lithium,高,Argentina政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
d23f942eb3ac,低,低,低,低,lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
8d37895ab38a,高,高,低,低,Zimbabwe / lithium,高,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
e454c9a837c1,中,中,中,中,Chile / lithium,高,Chile政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
bee81b686a3e,中,中,中,中,Chile / lithium,高,Chile政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
626581c76582,中,中,中,中,Chile / lithium,高,Chile政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
962d4e05c6aa,低,低,低,低,Chile / Smackover Formation / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
d3bc69b75310,低,低,低,低,Chile / Atacama / brine,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
054d077b87cb,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
e770cb7e9775,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
c20f8c78d189,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
f3495b0ea201,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
238db00b6e07,低,低,低,中,United States / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
014ef5996042,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
5497d2147a94,高,中,低,高,lithium,高,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
4c935999fd53,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
b1e9e85d11b9,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
81ad2e3953c3,低,低,低,低,lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
94e428b795ab,中,高,中,中,China / spodumene,高,该事件对供给安全为中、采购成本为高、投资机会为中、地缘风险为中，建议纳入周度跟踪。
3eb15b14e355,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
346f02441582,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
8e5f4a165297,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
488bea85b77c,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
3bdb01f46e38,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
5caded9da0c5,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
65d5f0ff7106,低,低,低,低,lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
5a9b35ce6f36,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
5d919bd8213a,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
6a78e5336991,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
66af4febda27,中,低,高,低,Ewoyaa / spodumene,高,相关区域项目审批进展会影响未来供给兑现，建议更新项目投产概率和资源池排序。
d3fe25198aa5,中,高,中,中,Zimbabwe / spodumene,高,该事件对供给安全为中、采购成本为高、投资机会为中、地缘风险为中，建议纳入周度跟踪。
803a44669f7c,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
1beb81479a8f,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
f1607af4568c,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
8fc8de668a80,中,高,中,中,Brazil / spodumene,高,该事件对供给安全为中、采购成本为高、投资机会为中、地缘风险为中，建议纳入周度跟踪。
94a29709d901,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a7793e8d81ce,低,低,低,低,Zimbabwe / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
b85b26f130fe,中,低,高,低,lithium,高,相关区域项目审批进展会影响未来供给兑现，建议更新项目投产概率和资源池排序。
c3dd04e781cb,低,低,低,低,Chile / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
902b976a8069,低,低,低,低,lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
f26ab67cb281,低,低,低,低,lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
31de7978c73d,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
e9a9868771cc,低,低,低,中,Australia / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
2249c2911013,低,低,低,低,Argentina / lithium,高,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a4189d428aa0,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
585a8f02b262,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
1db245bc684c,低,低,高,中,Australia / lithium,中,CC9 in MoU for potential lithium offtake - The Australian可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。
dd8112f792ad,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
3aaea560c6a8,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
0f5277bf900c,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
02bc0e901c3b,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ef4a927ca9a6,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
51100ad7c024,低,低,高,中,Australia / spodumene,中,Piedmont Lithium just took a big step closer to $623M merger with Australian firm - Charlotte Observer可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。
5bbe7407bae3,低,低,高,低,China / lithium,中,Liontown Resources Pens Lithium Offtake Agreement with China's Canmax - Investing News Network可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。
cf8e497128a2,低,低,高,低,Canada / lithium,中,Canada-Korea Lithium Deal: Prairie Lithium Signs Binding Offtake Backed by Canadian Government Trade Mission - The National Law Review可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。
b1363d3f3b3f,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
7af1f7ca1755,低,低,低,低,brine,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
47817c3aad21,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
63d38567c2c8,低,低,高,中,United States / lithium carbonate,中,LibertyStream Announces Lithium Carbonate Offtake Milestone with U.S. Industrial Customer and Provides Operations Update - Business Wire可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。
f5d063c97260,低,低,高,中,Australia / lithium,中,"Up 285% since June, PLS shares lifting off today on multi-year lithium offtake agreement - The Motley Fool Australia可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。"
1be14b5f606e,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
36d57a202822,低,低,高,中,Australia / lithium,中,PLS strikes at perfect time with lithium offtake deal - Australian Resources & Investment可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。
3b63d2cb9868,低,低,高,中,Australia / lithium,中,Liontown inks major lithium offtake deal as it diversifies sales approach - Australian Mining可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。
6a3d5e38785f,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
97fd49ab4914,低,低,低,低,Zimbabwe / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ae603637effb,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
28fdabadef4e,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ae8d4b11a444,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
015f64cfee3e,低,低,高,中,Australia / spodumene,中,Canmax Spodumene Offtake Deal Transforms Australian Lithium Strategy - Discovery Alert可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。
6882c84b51fc,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
43ab0184ba88,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
22da9f0afb41,低,低,低,中,Australia / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
9b99dac08584,高,高,低,低,lithium,中,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
3a4ded060353,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
2edf53a96950,低,低,低,低,Greenbushes / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
89fdeb2a43e7,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
f6e79f2cbb05,高,高,低,低,lithium,中,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
d51d8d662fb3,高,高,低,低,lithium,中,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ce45b129f738,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
627769abbde0,高,高,低,低,lithium,中,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
c8ebd2b6c1bd,高,高,低,低,Greenbushes / lithium,中,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
31b8c897921c,高,高,低,低,Greenbushes / lithium,中,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
395734167870,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
0ce342fe5bc7,低,低,低,低,Chile,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
0ec81e908539,低,低,低,中,United States / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
8f32eb6dc56b,低,低,低,中,United States / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
da53d7e0718e,低,低,低,中,United States / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
72905203cf5d,低,低,低,中,United States / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
0caf89bcad79,低,低,低,中,United States / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
732b15cc015d,低,低,低,中,United States / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
e32540d9df49,低,低,低,中,United States / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
50e0f9bc6f4a,低,低,低,中,United States / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
87a5c2eb51d8,低,低,低,中,United States / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
b1e50eee263e,中,中,中,中,lithium,中,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
cb336c01956a,中,中,中,中,lithium,中,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
fd5998e0be91,中,中,中,中,lithium,中,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
f369976f2528,高,中,低,高,Zimbabwe / lithium,中,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
af9af3c0939a,高,中,低,高,Zimbabwe / lithium,中,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
2909f7050722,高,中,低,高,Zimbabwe / lithium,中,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
d2aa014a61ae,中,低,高,中,Australia / brine,中,Australia项目审批进展会影响未来供给兑现，建议更新项目投产概率和资源池排序。
7430011ec696,中,低,高,低,Argentina / brine,中,Argentina项目审批进展会影响未来供给兑现，建议更新项目投产概率和资源池排序。
e80e8471cd2d,高,中,低,高,lithium hydroxide,中,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
96c1b0698642,中,中,中,中,lithium,中,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
8561f1a1e3db,高,中,低,高,Zimbabwe / lithium,中,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
a21dc8742cc6,高,中,低,高,lithium,中,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
105a347f42f0,高,中,低,高,lithium,中,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
ec2f2aaa1ee9,高,中,低,高,lithium,中,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
c826222168bd,高,中,低,高,lithium,中,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
ab50dbe4b1c7,低,低,低,低,Argentina / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c30f14bf95a3,中,低,高,中,Australia / brine,中,Australia项目审批进展会影响未来供给兑现，建议更新项目投产概率和资源池排序。
3689dc34b6ec,高,中,低,高,Zimbabwe / lithium,中,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
bdd104a64e50,高,中,低,高,Zimbabwe / lithium,中,Zimbabwe事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
bbac958664b7,低,低,低,低,Argentina / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
17eff5895f84,中,中,中,中,lithium,中,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
638f23c39902,低,高,低,低,China / LCE,中,价格异常波动会影响采购成本和套保边界，建议本周完成价格与采购节奏复盘。
ed860a3b3832,低,中,低,低,China / LCE,中,库存信号影响短期采购窗口，建议结合现货成交、仓单和排产变化调整采购节奏。
449138bb0340,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
87759126bffb,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
7b229089dcff,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
5eb6e2d9c67a,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
19977c72f70b,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
51f251237d32,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a6f72d30888c,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
16847876b17b,低,低,低,低,lithium hydroxide,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
8150e5fdc331,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
58a927082091,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
362487af8d56,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
371283f01fd9,低,低,低,低,Chile / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
f05005f38ada,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c062c554723d,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
274c0101ce34,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c23fb82cb8ab,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
70bed1373e02,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
71ed7a81b1ad,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
01ded1e730dd,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
f8bb83bdccdc,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
3314c58731a4,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c1d49bade513,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
0feb18afc0a1,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
aab4288b908e,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
05ffb6ed45d9,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
308c68dee1ca,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
08547616d1dc,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
d925f659b53b,高,高,低,低,lithium,中,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
4c6ba9118548,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
