title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
Pilot demonstration program,"Chinaâs National Energy Administration published a plan for pilot initiatives across 11 areas of the hydrogen value chain targeting commercial deployment by June 2028. Each project should demonstrate technological progression, commercial potential, substantial carbon reduction benefits, and replicable frameworks. For hydrogen production, electrolyzers should be of at least 100 MW predominantly powered by paired renewable energy, with no more than 20% of renewable power fed into the grid. Minimum length for hydrogen pipelines is 100 km and minimum size for storage projects is 20000 Nm3. NEA focuses on uses for refining, coal-to-liquid replacement, power generation and long duration energy storage with at least 1000 tpa of use",In force,2025,National,International Energy Agency,01-01-2025,,https://www.nea.gov.cn/20250610/472b12c43f534aab9a95de81034dcd92/20250610472b12c43f534aab9a95de81034dcd92_2288580504e06346d39eb8d268c8e70947.pdf,,1757061623772,"[{""iso3"":""CHN"",""name"":""People's Republic of China""}]",[],"[""Hydrogen""]",[],"[{""topic"":""Fuels"",""family"":""Economic"",""name"":""Grants for demonstration projects"",""category"":""Hydrogen""}]"
Reduced Goods and Services Rate,<div>Reduction of Goods and Services Rate (GST) on electrolyzers and associated equipment from 18% to 5% recommended by India's technical advisory body that evaluates GST rates. This could reduce the LCOH by 6-7%. Decision is expected in the next GST council meeting in July 2025</div>,Announced,2025,National,International Energy Agency,2025-01-01,,https://www.team-bhp.com/news/govt-panel-recommends-5-gst-green-hydrogen-batteries,,1757496117785,"[{""iso3"":""IND"",""name"":""India""}]",[],"[""Hydrogen""]",[],"[{""topic"":""Fuels"",""family"":""Economic"",""name"":""Tax incentives for supply"",""category"":""Hydrogen""}]"
Tax incentives for renewable hydrogen,"<div>Total funding of USD 2.8 billion for an exemption of the ""first category"" tax, which is a 25-27% tax on net taxable income (profits). A separate transition fund will be established to finance other support mechanisms pooling resources from the national economic development agency (CORFO) and the Treasury. The target is to approve the legislation before the end of the legislative term.</div>",Announced,2025,National,International Energy Agency,2025-01-01,,https://www.hacienda.cl/noticias-y-eventos/noticias/gobierno-anuncia-ingreso-de-dos-proyectos-de-ley-para-incentivar-el-crecimiento,,1757604680792,"[{""iso3"":""CHL"",""name"":""Chile""}]",[],"[""Hydrogen""]",[],"[{""topic"":""Fuels"",""family"":""Economic"",""name"":""Tax incentives for supply"",""category"":""Hydrogen""}]"
"Hazardous and Other Wastes (Management and Transboundary Movement) Second Amendment Rules, 2025","<div>The Ministry of Environment, Forest and Climate Change has issued amendments to the Hazardous and Other Wastes (Management and Transboundary Movement) Rules, 2016 to come into effect on 1 April 2026.<br><br></div><div>The amendment introduces Extended Producer Responsibility (EPR) for scrap of non-ferrous metals, defined to mean aluminium, copper, zinc or their alloys.Â <br><br></div><div>The amendment covers manufacturers, producers, collection agents, refurbishers and recyclers of non-ferrous metals and introduces the following obligations on these stakeholders:</div><ul><li><strong>Producers</strong> are required to ensure collection, transport, and recycling of scrap of non-ferrous metals. They must also meet a specified recycling target in respect of their products, including by purchasing EPR certificates from registered recyclers. The recycling target by weight starts at 10% in 2026â2027, rising to 75% by 2032â2033.</li><li><strong>Manufacturers</strong> are required to collect scrap of non-ferrous metals and waste generated during manufacturing and ensure its recycling or disposal. They must also use domestically recycled materials for the manufacture of new products as per specified minimum use rates.</li><li><strong>Collection agents</strong> are required to collect end of life scrap of non-ferrous metals from manufacturers, producers, bulk consumers and supply it to the registered recycler.Â </li><li><strong>Refurbishers</strong> may collect scrap or used products of non-ferrous metals and their components, consumables, parts or scrap and ensure its refurbishing in an environmentally sound manner. Waste generated during refurbishing is to be handed over to a recycler or disposal facility.</li><li><strong>Recyclers</strong> are required to ensure environmentally sound storage, transportation, and recycling of scrap of non-ferrous metals and dispose of the residue generated during recycling in accordance with prevalent rules.Â </li><li><strong>Bulk consumers </strong>are required to set up collection points to facilitate collection and hand over scrap to registered recyclers, refurbishers, producers or collection agents.</li></ul><div><br></div><div>Other key highlights of the amendment include:</div><ul><li><strong>Mandatory Registration:</strong> All stakeholders are required to register on a portal maintained by the Central Pollution Control Board. The portal would track EPR certificates and transactions, act as a repository for returns and reports, and be the platform for EPR certificate trading.</li><li><strong>Reporting</strong>: All stakeholders are required to maintain records as specified and file regular reports with respect to their EPR compliance.Â </li><li><strong>Penalties</strong>: Non-compliance with the rules may result in revocation of registration, imposition of environmental compensation and / or legal action including imprisonment up to 5 years or fine up to EUR 1 000 or both (with additional fines if the contravention continues). Â </li></ul>",In force,2025,National,International Energy Agency,2025-07-01,,https://moef.gov.in/storage/tender/1751520898.pdf,,1758821881135,"[{""iso3"":""IND"",""name"":""India""}]",[],[],"[""Minerals Recycling""]","[{""topic"":""Critical Minerals"",""family"":""Prescriptive"",""name"":""Regulation"",""category"":""Minerals recycling""}]"
Critical Minerals List for South Africa,"<div>South Africa released its Critical Minerals and Metals Strategy in May 2025, revising the 2022 critical minerals list through a multifactor analysis. Minerals were scored on indicators such as supply risk, reserves, production, processing capacity, and market conditions to guide national priorities and provide certainty for investors and trading partners. The list of critical minerals and metals will constantly be reviewed and updated as the criticality classification mix is dependent on underlying market conditions, technological advancement, substitutability, recycling and geopolitics, among other factors.<br><br></div><div><strong>High-Criticality Minerals</strong></div><ul><li>Platinum</li><li>Manganese</li><li>Iron Ore</li><li>Coal</li><li>Chrome Ore</li></ul><div><strong>Moderate to High Criticality</strong></div><ul><li>Gold</li><li>Vanadium</li><li>Palladium</li><li>Rhodium</li><li>Rare Earth Elements*</li></ul><div><strong>Moderate Criticality</strong></div><ul><li>Copper*</li><li>Cobalt*</li><li>Lithium*</li><li>Graphite</li><li>Nickel*</li><li>Titanium</li><li>Phosphate</li><li>Fluorspar</li><li>Zirconium</li><li>Uranium*</li><li>Aluminium</li></ul><div>*2025 additionsÂ </div>",In force,2025,National,International Energy Agency,2024-11-08,,https://www.gov.za/sites/default/files/gcis_document/202505/critical-minerals-and-metals-strategy-south-africa-2025.pdf,,1764241850779,"[{""iso3"":""ZAF"",""name"":""South Africa""}]",[],[],[],"[{""topic"":""Critical Minerals"",""family"":""General legal framework"",""name"":""Strategic mineral lists"",""category"":null}]"
Environmental Protection Act,"With the revision of the CO2 Act adopted by Parliament on 15 March 2024, Article 35d of the Environmental Protection Act was also revised. Among other things, this links the placing on the market of renewable fuels to compliance with ecological requirements. Furthermore, the article gives the Federal Council the authority to also set ecological requirements for the placing on the market of low-emission fuels (including hydrogen)",In force,2025,National,International Energy Agency,01-01-2025,,https://www.fedlex.admin.ch/eli/fga/2024/686/de#annex_u1/lvl_u1/lvl_4/mod_u16,,1757061631625,"[{""iso3"":""CHE"",""name"":""Switzerland""}]",[],"[""Hydrogen""]",[],"[{""topic"":""Fuels"",""family"":""Regulations"",""name"":""Market formation regulations"",""category"":""Hydrogen""}]"
Regulatory proposals for geologic hydrogen,"The Government is currently reviewing regulations to determine whether changes are needed to support natural hydrogen exploration and the development of orange hydrogen. Any updates to the regulatory framework are expected to begin in mid-2025. Two main options are being considered: one would classify hydrogen as a mineral, giving private owners the rights to develop it; the other would exclude hydrogen from that definition, allowing its development to focus on broader goals like reducing emissions or enhancing energy security.",Announced,2025,National,International Energy Agency,01-01-2025,,https://www.mbie.govt.nz/have-your-say/regulatory-proposals-for-natural-and-orange-hydrogen-development,,1757061632680,"[{""iso3"":""NZL"",""name"":""New Zealand""}]",[],"[""Hydrogen""]",[],"[{""topic"":""Fuels"",""family"":""Regulations"",""name"":""Market formation regulations"",""category"":""Hydrogen""}]"
Anhui Province allows free passage for low-carbon/zero-carbon vessels on the Jianghuai Canal (from Aug 2025 till Dec 2027),"From August 1 st 2025 till December 31st 2027, following new energy vessels, regardless of whether they are loaded or empty, are exempt from lockage fees on the Jianghuai Canal to encourage the development of freen waterway transport in the area, Eiligble vessels for this exemption are;
 (1) single-fuel vessels powered by LNG, methanol. hydrogen, ammonia, or pure battery power(lead-acide batteries excluded) 
(2) dual-fuel vessels with LNG and oil (â¥60% oil substitution), or methanol and oil (â¥50% substitution)",In force,2025,State/Provincial,International Energy Agency,01-01-2025,,https://www.mot.gov.cn/jiaotongyaowen/202508/t20250805_4173965.html,,1757061634332,"[{""iso3"":""CHN"",""name"":""People's Republic of China""}]","[{""country"":""CN"",""code"":""34"",""name"":""Anhui""}]","[""Hydrogen""]",[],"[{""topic"":""Fuels"",""family"":""Economic"",""name"":""Administrative measures"",""category"":""Hydrogen""}]"
Green Energy Policy - Telangana,"Renewable energy targets: 418 ktpa by 2030, 554 ktpa by 2035

Incentives include:

30% CAPEX subsidy for hydrogen plants (up to INR 300 million)
30% CAPEX subsidy for ammonia and methanol plants (capped per ktpa, max INR 300 million)
Discounts on water, electricity, taxes, and duties
25% CAPEX subsidy for electrolyser and fuel cell manufacturing (up to INR 300 million)
30% CAPEX subsidy for the first 10 hydrogen refueling stations",In force,2025,State/Provincial,International Energy Agency,01-01-2025,,https://tgredco.telangana.gov.in/Updates_2025/Telangana_Clean_and_Green_Energy_Policy_2025.pdf,,1757061651232,"[{""iso3"":""IND"",""name"":""India""}]","[{""country"":""IN"",""code"":""TG"",""name"":""Telangana""}]","[""Hydrogen""]",[],"[{""topic"":""Fuels"",""family"":""General legal framework"",""name"":""Energy and climate strategy"",""category"":""Hydrogen""}]"
National Hydrogen Strategic Outlook,"Initial scoping document identifying the potential for hydrogen in a low-emissions future. The document covers scenarios and defines some broad areas for action, but it does not define quantitative targets, responsible, KPIs or timeline for the actions which are expected from a full strategy. The country currently produces about 240 ktpa of hydrogen for methanol (50%), urea (33%) and refining. Scenarios to 2050 foresee growth to 520 ktpa and 1.2 Mtpa by 2050 (Balanced and Accelerated scenario respectively) with 60-85% for exports. This would require 9-17.5 GW of renewables, out of which almost two thirds is offshore wind. Production costs for early 2030s are estimated to be EUR 2.9/kg for low-carbon hydrogen and EUR 3.6-4/kg for renewable hydrogen",In force,2025,National,International Energy Agency,01-01-2025,,https://enerjiportali.az/wp-content/uploads/2025/02/Azerbaijan-National-Hydrogen-Strategic-Outlook-Rev_14.02.2025.pdf,,1757061654959,"[{""iso3"":""AZE"",""name"":""Azerbaijan""}]",[],"[""Hydrogen""]",[],"[{""topic"":""Fuels"",""family"":""General legal framework"",""name"":""Hydrogen strategy"",""category"":""Hydrogen""}]"
Tax incentives,"<div>In July 2025, a new bill on the ""Regulatory Framework for the Promotion of Investments in the Renewable Hydrogen and Low-Emission Hydrogen and its Derivatives Industry"" was submitted to the Chamber of Deputies. The bill provides for the declaration of national interest for investments in the development, production, transportation, storage, export, and use of renewable and low-emission hydrogen, as well as its derivatives, throughout the national territory. It includes a 30-year tax stability clause for investment projects linked to the hydrogen value chain, which implies that such projects would not be affected by the repeal of the law or by the creation or increase of taxes that would be more burdensome than those in force at the time of its approval. Furthermore, if the law is approved, low-emission hydrogen projects could apply, within an extended window of five years from the law's approval, to join the Large Investment Incentive Regime. (RIGI) created by Law 27,742 and regulated by Decree No. 749/2024. Projects that successfully join the RIGI are granted regulatory stability in tax, customs, and foreign exchange matters for 30 years, in addition to fiscal, tariff, and foreign exchange market access incentives.</div>",Announced,2025,National,International Energy Agency,2025-01-01,,https://www.hcdn.gob.ar/diputados/lvillaverde/proyecto.html?exp=3503-D-2025,,1772537062737,"[{""iso3"":""ARG"",""name"":""Argentina""}]",[],"[""Hydrogen""]",[],"[{""topic"":""Fuels"",""family"":""Economic"",""name"":""Tax incentives for supply"",""category"":""Hydrogen""}]"
EU's Just Transition Fund for electrolysis (Saxony-Anhalt),"EUR 87 million for renewable hydrogen subsidies with focus on post-coal mining areas. Funds will come from the Just Transition Fund of the EU. Subsidy (as grants) for up to EUR 2000/kW for production, storage and end use. There are two programs in the fund EUR 58 million for ""Green Hydrogen: Electrolyzers"";  EUR 29 million for ""Future Energies/Green Hydrogen""",In force,2025,State/Provincial,International Energy Agency,01-01-2025,,https://mwu.sachsen-anhalt.de/artikel-detail/energieministerium-unterstuetzt-aufbau-von-gruener-wasserstoffwirtschaft-mit-87-mio-euro,,1757061659229,"[{""iso3"":""DEU"",""name"":""Germany""}]","[{""country"":""DE"",""code"":""ST"",""name"":""Sachsen-Anhalt""}]","[""Hydrogen""]",[],"[{""topic"":""Fuels"",""family"":""Economic"",""name"":""Grants for supply"",""category"":""Hydrogen""}]"
Tax incentives for renewable hydrogen,"Total funding of USD 2.8 billion for an exemption of the ""first category"" tax, which is a 25-27% tax on net taxable income (profits). A separate transition fund will be established to finance other support mechanisms pooling resources from the national economic development agency (CORFO) and the Treasury. The target is to approve the legislation before the end of the legislative term.",Announced,2025,National,International Energy Agency,01-01-2025,,https://www.hacienda.cl/noticias-y-eventos/noticias/gobierno-ingresa-proyecto-que-incorpora-incentivos-tributarios-para-impulsar-el,,1757061660829,"[{""iso3"":""CHL"",""name"":""Chile""}]",[],"[""Hydrogen""]",[],"[{""topic"":""Fuels"",""family"":""Economic"",""name"":""Tax incentives for demand"",""category"":""Hydrogen""},{""topic"":""Fuels"",""family"":""Economic"",""name"":""Tax incentives for supply"",""category"":""Hydrogen""}]"
Tax incentives for renewable hydrogen,"In alignment with the Economic Modernization Vision, the Cabinet approved the Incentives and Exemptions Committeeâs decision at the Ministry of Investment to grant green hydrogen projects located outside the Aqaba Special Economic Zone a comprehensive incentives package. The approved package includes a 5% income tax rate with a 1% national contribution; exemptions from customs duties, general sales tax, and other levies on all project equipment, fixed assets, and spare parts; as well as exemptions from stamp duties on contracts related to financing, supply, installation, and operation. Additional benefits include exemption from withholding tax on imported services, a grace period of up to five years before public treasury land rents are collected, and tax exemptions for non-resident financiers on interest, fees, and related loan payments for the duration of project agreements.",In force,2025,National,International Energy Agency,01-01-2025,,https://petra.gov.jo/Include/InnerPage.jsp?ID=74515&lang=en&name=en_news,,1757061662911,"[{""iso3"":""JOR"",""name"":""Jordan""}]",[],"[""Hydrogen""]",[],"[{""topic"":""Fuels"",""family"":""Economic"",""name"":""Tax incentives for demand"",""category"":""Hydrogen""}]"
National green hydrogen and ammonia roadmap,"The roadmap defines four phases of hydrogen development: a pilot and research phase, an implementation phase, a commercialisation phase and an exporting phase. Targets for the second phase include USD 250 million investment, 100% import replacement of urea, 15% co-firing in cement and 120 MW of electrolyser capacity. The last phase includes targets of 8-9 GW of electrolysis across nine hubs and 8 Mtpa of ammonia production. The roadmap defines 44 actions across nine areas to achieve these targets including tax incentives, credit guarantee schemes, public procurement, certification and knowledge exchange",In force,2025,National,International Energy Agency,01-01-2025,,https://climatecompatiblegrowth.com/wp-content/uploads/Report-Final-Draft_Signed-01-1.pdf,,1757061664397,"[{""iso3"":""LAO"",""name"":""Lao People's Democratic Republic""}]",[],"[""Hydrogen""]",[],"[{""topic"":""Fuels"",""family"":""General legal framework"",""name"":""Hydrogen strategy"",""category"":""Hydrogen""}]"
Local Content and Local Participation Policy,<div>The general purpose of the Regulations on Local Content and Local Participation Policy is to strengthen the use of local goods and services while promoting job creation through the mining industry value chain. For such purpose every year is published a list of the goods and services with Ghanaian content which are to be procured in the country. The list published in 2025 includes 25 items for companies or entities whose shareholders and directors are citizens of Ghana. Â </div>,In force,2025,National,International Energy Agency,2025-01-01,2025,https://www.mincom.gov.gh/wp-content/uploads/2025/02/Local-Content-Sixth-Edition-2025.pdf,,1760513569907,"[{""iso3"":""GHA"",""name"":""Ghana""}]",[],[],[],[]
Temporary suspension of cobalt export from the Democratic Republic of Congo,"<div>On February 22, 2025, the Authority for the Regulation and Control of Strategic Mineral Substances' Markets (ARECOMS) imposed Decision No. 001/ARECOMS/2025 of February 22, 2025, suspending the export of cobalt from the Democratic Republic of Congo and Communication No. 2025/003. The suspension is applicable to all types of cobalt mining, including industrial, semi-industrial and artisanal.<br>This was a temporary suspension on cobalt exports to be in force until 21 June 2025, in response to the high level of stock on the market. On the date of finalisation, ARECOMS published a new communication extending the ban for three additional months until 21 September 2025.Â <br>On 21 September 2025, ARECOMS extended the ban further to 15 October 2025, along with a new policy establishing an export quota, to be implemented from 16 October 2025.</div>",Ended,2025,National,International Energy Agency,2025-02-22,2025,https://www.linkedin.com/posts/minminesrdc_arecoms-activity-7342299328536850432-WCex/,,1779981592588,"[{""iso3"":""COD"",""name"":""Democratic Republic of the Congo""}]",[],[],[],"[{""topic"":""Critical Minerals"",""family"":""Trade"",""name"":""Export and import ban"",""category"":""Critical minerals""}]"
Export control of chrome ore in South Africa,"<div>During the meeting held on June 25, 2025, the Cabinet of the Department of International Relations &amp; Cooperation approved three measures in support of the ferrochrome sector. The first one is the approval for the Department of Electricity and Energy to reach an agreement with the ferrochrome industry to realign the tariffs. The second is the placement of chrome ore under export control, which will require exports to obtain the International Trade Administration Commission (ITAC) permitting. Finally, there is the initiative to develop a chrome ore export tax and expand the Special Economic Zone (SEZ) smelters incentives framework and regulations.</div>",In force,2025,National,International Energy Agency,2025-06-25,,https://dirco.gov.za/statement-on-the-cabinet-meeting-of-25-june-2025/,,1758560037865,"[{""iso3"":""ZAF"",""name"":""South Africa""}]",[],[],[],"[{""topic"":""Critical Minerals"",""family"":""Trade"",""name"":""Export controls and restrictions"",""category"":""Critical minerals""}]"
DRC ARECOMS Decision No. 004/2025 â Cobalt Quota System,"<div>On 20 September 2025, the Democratic Republic of the Congoâs Regulatory and Control Authority for Strategic Mineral Substances (ARECOMS) issued Decision nÂ°004/ARECOMS/2025, extending the suspension of cobalt exports until 15 October 2025. This suspension applies to all cobalt produced by industrial, semi-industrial, small-scale and artisanal mining operations. Starting 16 October 2025, a quota-based export system will be implemented to regulate outbound cobalt volumes. The quota allocations are as follows:</div><ul><li><strong>October 2025:</strong> 3 625 tonnes</li><li><strong>November 2025:</strong> 7 250 tonnes</li><li><strong>December 2025:</strong> 7 250 tonnes</li><li><strong>2026 total:</strong> 96 600 tonnesÂ <ul><li><strong>Base quota:</strong> 87 000 tonnes (7 250 tonnes/month)</li><li><strong>Strategic quota:</strong> 9 600 tonnes (<em>Note: The strategic quota is allocated to ARECOMS and upon its sole discretion used for projects of national strategic importance</em>)</li></ul></li><li><strong>2027 total:</strong> Same as 2026, subject to quarterly adjustments</li></ul><div>Quotas will be distributed pro rata based on historical export volumes, with exceptions granted to the state-owned entity Entreprise GÃ©nÃ©rale du Cobalt (EGC) and SociÃ©tÃ© pour le Traitement du Terril de Lubumbashi (STL). Companies are excluded from the quota system if they:Â </div><ul><li>exported less than 100 tonnes in 2024 (excluding EGC)</li><li>operate refineries without mining activity in the past five years; orÂ </li><li>possess depleted cobalt reserves.Â </li></ul><div>ARECOMS retains discretionary authority over the strategic quota and has the right to buy back excess cobalt stocks and withdraw quotas from companies that process third-party or artisanal cobalt (except EGC/STL) or violate regulatory provisions. The decision also introduces regulation and control fees, a prepayment system for state contributions, and a new export formalities framework.<br>The Decision is to remain in force until further notice and may be revised by ARECOMS depending on market conditions, domestic policy priorities, or strategic considerations.</div>",In force,2025,National,International Energy Agency,2025-09-20,,https://surveillance.cd/2025/09/22/cobalt-larecoms-durcit-le-ton-avec-une-prorogation-de-la-suspension-et-limposition-dune-politique-stricte-de-quotas/,,1779981594618,"[{""iso3"":""COD"",""name"":""Democratic Republic of the Congo""}]",[],[],[],"[{""topic"":""Critical Minerals"",""family"":""Trade"",""name"":""Export controls and restrictions"",""category"":""Critical minerals""}]"
"Nigeria Tax Act, 2025","<div>The Nigeria Tax Act, 2025, taking effect from 1 January 2026 streamlines the taxation regime in Nigeria.Â <br><br>In relation to petroleum operations, it levies a hydrocarbon tax on the profits of any company engaged in upstream petroleum operations. It permits the deduction of certain expenses in the computation of profit, including the costs of gas reinjection wells that re-inject natural gas that otherwise would be flared. However, any penalty, natural gas flare fees or imposition relating to natural gas flaring may not be deducted.Â <br><br>The Act also lists the following fiscal incentives for the utilisation of associated gas:</div><ol><li>the investment required to separate crude oil and gas from the reservoir into usable products shall be considered as part of the oil field development;</li><li>capital investment on facilities or equipment to deliver associated gas in usable form at utilisation or designated custody transfer points shall be treated as part of the capital investment for oil development</li></ol>",Announced,2025,National,International Energy Agency,2025-06-26,,https://irs.gm.gov.ng/docs/national/NIGERIA_TAX_ACT_2025.pdf,,1763395474401,"[{""iso3"":""NGA"",""name"":""Nigeria""}]",[],[],[],"[{""topic"":""Methane abatement"",""family"":""Economic"",""name"":""Taxes or charges on gas disposal (flaring or venting)"",""category"":""Oil and natural gas extraction""},{""topic"":""Methane abatement"",""family"":""Economic"",""name"":""Loans, grants and other financial incentives"",""category"":""Oil and natural gas extraction""}]"
TÃ¼rkiyeâs Critical and Strategic Minerals List,"<div>In 2025, TÃ¼rkiye published its first comprehensive Critical and Strategic Minerals List through the <em>Critical and Strategic Minerals Report</em>, prepared by the Republic of TÃ¼rkiye Ministry of Energy and Natural Resources. The report categorises minerals into five groups: Highly Critical, Significantly Critical, Potentially Critical, Strategic, and Critical. This classification underscores TÃ¼rkiyeâs commitment to securing mineral supply chains vital for its energy transition, industrial development, and national security. By identifying minerals with the highest supply risk and strategic importance â such as lithium, cobalt, and rare earth elements â the report provides a framework for policy decisions, investment priorities, and international collaboration.<br><br><strong>Highly Critical Minerals</strong>: Minerals with the highest supply risk and essentiality for TÃ¼rkiyeâs economy and strategic sectors (energy, defense, technology). Their disruption would cause severe economic and security impacts.</div><ul><li>Lithium</li><li>Cobalt</li><li>Rare Earth Elements (REEs)</li><li>Graphite</li><li>Nickel</li></ul><div><strong>Significantly Critical Minerals</strong>: Minerals with notable supply risk and importance for industrial and technological development, but less severe than highly critical ones.</div><ul><li>Chromium</li><li>Manganese</li><li>Tungsten</li><li>Vanadium</li><li>Fluorspar</li></ul><div><strong>Potentially Critical Minerals</strong>: Minerals that may become critical in the future due to evolving technologies, demand trends, or geopolitical factors.</div><ul><li>Bismuth</li><li>Antimony</li><li>Zirconium</li><li>Molybdenum</li><li>Selenium</li></ul><div><strong>Strategic Minerals</strong>: Minerals vital for defense, aerospace, and high-tech industries, often overlapping with critical minerals but prioritized for national security.</div><ul><li>Titanium</li><li>Tantalum</li><li>Niobium</li><li>Platinum Group Metals (PGMs)</li><li>Silicon</li></ul><div><strong>Critical Minerals (General List)</strong>: Minerals considered essential for economic stability and energy transition, with varying degrees of supply risk.</div><ul><li>Copper</li><li>Aluminum</li><li>Zinc</li><li>Lead</li><li>Phosphate</li></ul>",In force,2025,National,International Energy Agency,,,https://enerji.gov.tr/Media/Dizin/TKDB/tr/Belgeler/Critical_and_Strategic_Minerals_Report_Eng.pdf,,1760716510484,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],[],[],[]
US-Australia Framework for Securing of Supply in the Mining and Processing of Critical Minerals and Rare Earths,"<div>On 20 October 2025, President Donald J. Trump and Prime Minister Anthony Albanese signed the United StatesâAustralia Framework for Securing Supply in the Mining and Processing of Critical Minerals and Rare Earths to strengthen bilateral cooperation in building resilient and diversified supply chains for materials essential to defence and advanced technologies. Key provisions include:</div><ul><li><strong>Securing Supply: </strong>Joint efforts will be undertaken to ensure security of supply, including by leveraging the United Statesâ industrial stockpiling and Australiaâs Critical Mineral Strategic Reserve</li><li><strong>Investment: </strong>The two countries have committed to mobilise financial support (private and public) for capital and operational expenditures related to mining and processing. Australia and the US will jointly identify projects of interest and will work together to develop new or bespoke mechanisms to strengthen critical mineral supply chains. Both countries have committed to disburse at least 1 billion in financing for selected projects within six months of the arrangement (i.e., March 2026).Â </li><li><strong>Permitting: </strong>Each country is taking measures to simplify permitting timelines and processes within its jurisdiction.Â </li><li><strong>Price Mechanisms: </strong>The two countries will work together to adopt standards-based systems that allow participants to trade freely and within a pricing framework (including through the use of price floors and similar measures).Â </li><li><strong>Recycling: </strong>The two countries commit to investing in recycling technology and managing scrap in a manner that supports diversification.Â </li><li><strong>Asset Sales: </strong>The United States and Australia will work together to strengthen or create legal authorities that allow for the review or deterrence of critical mineral asset sales on national security grounds.Â </li><li><strong>Geological Mapping:</strong> The two countries will conduct cooperative geological mapping initiatives in the US and Australia.</li><li><strong>High-Level Cooperation:</strong> A rapid response mechanism, composed of the US Secretary of Energy and the Australian Minister for Resources, has been created to identify vulnerabilities and accelerate delivery of processed minerals under the framework. A Mining, Minerals and Metals Investment Ministerial will also be convened within 180 days of the arrangement to promote investment and coordinate efforts.Â </li></ul>",In force,2025,International,International Energy Agency,2025-10-20,,https://www.whitehouse.gov/briefings-statements/2025/10/united-states-australia-framework-for-securing-of-supply-in-the-mining-and-processing-of-critical-minerals-and-rare-earths/,,1766483224028,"[{""iso3"":""USA"",""name"":""United States""},{""iso3"":""AUS"",""name"":""Australia""}]",[],[],[],"[{""topic"":""Critical Minerals"",""family"":""General legal framework"",""name"":""International arrangements"",""category"":null}]"
Incentive Scheme for Promotion of Critical Minerals Recycling,"<div>Notified under the National Critical Minerals Mission, this scheme sets aside INR 1500 crore (approx. EUR 145 million) to provide financial incentives for the development of recycling capacity forÂ  the separation and production of critical minerals from secondary sources like e-waste and spent lithium-ion batteries.Â </div><div>Â </div><div><strong>Beneficiaries</strong>: The beneficiaries under the scheme are recyclers of secondary products that recover and extract critical minerals. Beneficiaries are classified into two categories (large and small operators) based on their global manufacturing revenue.Â </div><div><strong>Eligible input</strong>: E-waste, lithium-ion battery scrap, and other scrap such as catalytic converters in end of life vehicles, with concentration of individual critical minerals being less than 30%.</div><div><strong>Eligible process</strong>: The scheme would incentivise the actual extraction of critical minerals (rather than collecting, shredding, sorting) through processes such as chemical processing, black mass processing, metallurgical extraction etc.Â </div><div><strong>Eligible output</strong>: The scheme lays down minimum conditions that the recovered critical minerals must meet to be eligible under the scheme, including purity of output, compound form, and minimum recovery yield.</div><div><strong>Incentives</strong>: The scheme offers subsidies on capital expenditure (ranging from 14% to 20% depending on time taken to start production) and incentives for operational expenditure (dependent on achievement of thresholds for incremental sales). The scheme also sets a ceiling for the total incentive that may be claimed by an applicant. Â </div><div><strong>Incentive Period</strong>: The scheme has a tenure of 6 years from 2025 to 2031.<br><br>In addition, the Government has already eliminated customs duty for waste and scrap of lithium-ion batteries and other critical minerals in the financial year 2025-26, thereby facilitating imports of recycling feedstock.Â </div>",In force,2025,National,International Energy Agency,2025-10-02,,https://mines.gov.in/admin/download/68e096a7d7e441759549095.pdf,,1775808982522,"[{""iso3"":""IND"",""name"":""India""}]",[],[],[],"[{""topic"":""Critical Minerals"",""family"":""Economic"",""name"":""Loans, grants and other financial incentives"",""category"":""Minerals recycling""},{""topic"":""Critical Minerals"",""family"":""Economic"",""name"":""Tax incentives"",""category"":""Minerals recycling""}]"
Climate Change Law,"<div>According to the 2025 Climate Change Law, the Government of CÃ´te d'Ivoire is responsible for encouraging the use of carbon mechanisms (i.e., mechanisms aimed at reducing greenhouse gas emissions between two interested parties). The State ensures the coordination of carbon mechanisms within the national territory and establishes their rules, modalities, and procedures (Articles 14 and 67).Â <br><br>The Climate Change Law also stipulates that the Government of CÃ´te d'Ivoire is responsible for developing a national measurement, reporting, and verification system (Article 12). However, the IEA was unable to determine the status of this system, including whether it is already in operation.</div>",In force,2025,National,International Energy Agency,2025-06-25,,https://www.arc.int/gender-drmp/IMG/pdf/loi_changement_climatique_cote_divoire_2025.pdf,,1762178007035,"[{""iso3"":""CIV"",""name"":""Cote D'ivoire""}]",[],[],[],"[{""topic"":""Methane abatement"",""family"":""Economic"",""name"":""Emissions trading schemes and certified reduction credits"",""category"":""Oil and natural gas extraction""},{""topic"":""Methane abatement"",""family"":""Information-based"",""name"":""Measurement requirements"",""category"":""Oil and natural gas extraction""},{""topic"":""Methane abatement"",""family"":""Economic"",""name"":""Emissions trading schemes and certified reduction credits"",""category"":""Coal and lignite mining""},{""topic"":""Methane abatement"",""family"":""Information-based"",""name"":""Measurement requirements"",""category"":""Coal and lignite mining""}]"
