event_id,policy_id,country,policy_name,timeline_year,timeline_lane,policy_type,policy_subtype,risk_level,risk_score,impact_score,relevance_score,timeline_weight,is_stock_constraint,is_future_constraint,catl_risk_dimension,risk_direction,summary_label,hover_text,source_url,url,policy_risk_score_norm
timeline_policy_korea_us_korea_critical_minerals_arrangement_2025,policy_korea_us_korea_critical_minerals_arrangement_2025,Korea,US-Korea Critical Minerals Arrangement,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.7,0.465,False,False,policy_compliance,neutral,Korea｜unknown｜中,国家：Korea<br>政策名称：US-Korea Critical Minerals Arrangement<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.whitehouse.gov/fact-sheets/2025/10/fact-sheet-president-donald-j-trump-brings-home-more-billion-dollar-deals-during-state-visit-to-the-republic-of-korea/,https://www.whitehouse.gov/fact-sheets/2025/10/fact-sheet-president-donald-j-trump-brings-home-more-billion-dollar-deals-during-state-visit-to-the-republic-of-korea/,https://www.whitehouse.gov/fact-sheets/2025/10/fact-sheet-president-donald-j-trump-brings-home-more-billion-dollar-deals-during-state-visit-to-the-republic-of-korea/,0.4
timeline_policy_india_quad_critical_minerals_initiative_2025,policy_india_quad_critical_minerals_initiative_2025,India,Quad Critical Minerals Initiative,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.7,0.465,False,False,policy_compliance,neutral,India｜unknown｜中,国家：India<br>政策名称：Quad Critical Minerals Initiative<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.state.gov/releases/office-of-the-spokesperson/2025/07/joint-statement-from-the-quad-foreign-ministers-meeting-in-washington/,https://www.state.gov/releases/office-of-the-spokesperson/2025/07/joint-statement-from-the-quad-foreign-ministers-meeting-in-washington/,https://www.state.gov/releases/office-of-the-spokesperson/2025/07/joint-statement-from-the-quad-foreign-ministers-meeting-in-washington/,0.4
timeline_policy_japan_quad_critical_minerals_initiative_2025,policy_japan_quad_critical_minerals_initiative_2025,Japan,Quad Critical Minerals Initiative,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.7,0.465,False,False,policy_compliance,neutral,Japan｜unknown｜中,国家：Japan<br>政策名称：Quad Critical Minerals Initiative<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.state.gov/releases/office-of-the-spokesperson/2025/07/joint-statement-from-the-quad-foreign-ministers-meeting-in-washington/,https://www.state.gov/releases/office-of-the-spokesperson/2025/07/joint-statement-from-the-quad-foreign-ministers-meeting-in-washington/,https://www.state.gov/releases/office-of-the-spokesperson/2025/07/joint-statement-from-the-quad-foreign-ministers-meeting-in-washington/,0.4
timeline_policy_india_hazardous_and_other_wastes_management_and_transboundary_movement_second_amendment_rules_2025_2025,policy_india_hazardous_and_other_wastes_management_and_transboundary_movement_second_amendment_rules_2025_2025,India,"Hazardous and Other Wastes (Management and Transboundary Movement) Second Amendment Rules, 2025",2025,回收与循环体系,recycling,recycling_support,低,0.28,0.9,0.35,0.461,False,False,supply_stability,supportive,India｜recycling｜低,"国家：India<br>政策名称：Hazardous and Other Wastes (Management and Transboundary Movement) Second Amendment Rules, 2025<br>政策类型：recycling<br>生效年份：2025<br>风险等级：低<br>风险分数：0.28<br>影响维度：supply_stability<br>来源：https://moef.gov.in/storage/tender/1751520898.pdf",https://moef.gov.in/storage/tender/1751520898.pdf,https://moef.gov.in/storage/tender/1751520898.pdf,0.28
timeline_policy_spain_venture_fund_of_the_center_for_development_of_industrial_technology_cdti_2025,policy_spain_venture_fund_of_the_center_for_development_of_industrial_technology_cdti_2025,Spain,Venture fund of the Center for Development of Industrial Technology  (CDTI),2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.7,0.46,False,False,policy_compliance,neutral,Spain｜unknown｜中,国家：Spain<br>政策名称：Venture fund of the Center for Development of Industrial Technology  (CDTI)<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.cdti.es/en/cdti,https://www.cdti.es/en/cdti,https://www.cdti.es/en/cdti,0.4
timeline_policy_malaysia_us_malaysia_memorandum_of_understanding_concerning_cooperation_to_diversify_global_critical_minerals_sup,policy_malaysia_us_malaysia_memorandum_of_understanding_concerning_cooperation_to_diversify_global_critical_minerals_sup,Malaysia,US-Malaysia Memorandum of Understanding Concerning Cooperation to Diversify Global Critical Minerals Supply Chains and Promote Investments,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.7,0.46,False,False,policy_compliance,neutral,Malaysia｜unknown｜中,国家：Malaysia<br>政策名称：US-Malaysia Memorandum of Understanding Concerning Cooperation to Diversify Global Critical Minerals Supply Chains and Promote Investments<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.whitehouse.gov/briefings-statements/2025/10/memorandum-of-understanding-between-the-government-of-the-united-states-of-america-and-the-government-of-malaysia-concerning-cooperation-to-diversify-global-critical-minerals-supply-chains-and-promote/,https://www.whitehouse.gov/briefings-statements/2025/10/memorandum-of-understanding-between-the-government-of-the-united-states-of-america-and-the-government-of-malaysia-concerning-cooperation-to-diversify-global-critical-minerals-supply-chains-and-promote/,https://www.whitehouse.gov/briefings-statements/2025/10/memorandum-of-understanding-between-the-government-of-the-united-states-of-america-and-the-government-of-malaysia-concerning-cooperation-to-diversify-global-critical-minerals-supply-chains-and-promote/,0.4
timeline_policy_new_zealand_critical_minerals_list_for_new_zealand_2025,policy_new_zealand_critical_minerals_list_for_new_zealand_2025,New Zealand,Critical Minerals List for New Zealand,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.7,0.46,False,False,policy_compliance,neutral,New Zealand｜unknown｜中,国家：New Zealand<br>政策名称：Critical Minerals List for New Zealand<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.mbie.govt.nz/assets/a-critical-minerals-list-for-new-zealand.pdf,https://www.mbie.govt.nz/assets/a-critical-minerals-list-for-new-zealand.pdf,https://www.mbie.govt.nz/assets/a-critical-minerals-list-for-new-zealand.pdf,0.4
timeline_policy_kazakhstan_us_kazakhstan_memorandum_of_understanding_on_critical_minerals_cooperation_2025,policy_kazakhstan_us_kazakhstan_memorandum_of_understanding_on_critical_minerals_cooperation_2025,Kazakhstan,US-Kazakhstan Memorandum of Understanding on Critical Minerals Cooperation,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.7,0.46,False,False,policy_compliance,neutral,Kazakhstan｜unknown｜中,国家：Kazakhstan<br>政策名称：US-Kazakhstan Memorandum of Understanding on Critical Minerals Cooperation<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.state.gov/releases/office-of-the-spokesperson/2025/11/a-new-era-in-u-s-kazakhstan-relations,https://www.state.gov/releases/office-of-the-spokesperson/2025/11/a-new-era-in-u-s-kazakhstan-relations,https://www.state.gov/releases/office-of-the-spokesperson/2025/11/a-new-era-in-u-s-kazakhstan-relations,0.4
timeline_policy_indonesia_under_discussion_2025_local_content_requirements_for_electricity_infrastructure_projects_2025,policy_indonesia_under_discussion_2025_local_content_requirements_for_electricity_infrastructure_projects_2025,Indonesia,[UNDER DISCUSSION] 2025 local content requirements for electricity infrastructure projects,2025,其他政策约束,unknown,unknown,中,0.45,0.4,0.35,0.452,False,False,policy_compliance,neutral,Indonesia｜unknown｜中,国家：Indonesia<br>政策名称：[UNDER DISCUSSION] 2025 local content requirements for electricity infrastructure projects<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.45<br>影响维度：policy_compliance<br>来源：https://www.makarim.com/news/switching-off-local-content-requirements-for-electricity-infrastructure,https://www.makarim.com/news/switching-off-local-content-requirements-for-electricity-infrastructure,https://www.makarim.com/news/switching-off-local-content-requirements-for-electricity-infrastructure,0.45
timeline_policy_argentina_resolution_67_2025_gba_storage_almagba_2025,policy_argentina_resolution_67_2025_gba_storage_almagba_2025,Argentina,Resolution 67/2025 - GBA Storage - AlmaGBA,2025,其他政策约束,unknown,unknown,中,0.45,0.4,0.35,0.452,False,False,policy_compliance,neutral,Argentina｜unknown｜中,国家：Argentina<br>政策名称：Resolution 67/2025 - GBA Storage - AlmaGBA<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.45<br>影响维度：policy_compliance<br>来源：https://www.argentina.gob.ar/noticias/argentina-inicia-modernizacion-electrica-historica-en-amba-y-convoca-las-provincias,https://www.argentina.gob.ar/noticias/argentina-inicia-modernizacion-electrica-historica-en-amba-y-convoca-las-provincias,https://www.argentina.gob.ar/noticias/argentina-inicia-modernizacion-electrica-historica-en-amba-y-convoca-las-provincias,0.45
timeline_policy_australia_community_batteries_funding_round_2_2025,policy_australia_community_batteries_funding_round_2_2025,Australia,Community Batteries Funding Round 2,2025,其他政策约束,unknown,unknown,中,0.45,0.4,0.35,0.452,False,False,policy_compliance,neutral,Australia｜unknown｜中,国家：Australia<br>政策名称：Community Batteries Funding Round 2<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.45<br>影响维度：policy_compliance<br>来源：https://arena.gov.au/funding/community-batteries-funding-round-2/,https://arena.gov.au/funding/community-batteries-funding-round-2/,https://arena.gov.au/funding/community-batteries-funding-round-2/,0.45
timeline_policy_australia_cheaper_home_batteries_program_2025,policy_australia_cheaper_home_batteries_program_2025,Australia,Cheaper Home Batteries Program,2025,其他政策约束,unknown,unknown,中,0.45,0.4,0.35,0.452,False,False,policy_compliance,neutral,Australia｜unknown｜中,国家：Australia<br>政策名称：Cheaper Home Batteries Program<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.45<br>影响维度：policy_compliance<br>来源：https://www.dcceew.gov.au/energy/programs/cheaper-home-batteries,https://www.dcceew.gov.au/energy/programs/cheaper-home-batteries,https://www.dcceew.gov.au/energy/programs/cheaper-home-batteries,0.45
timeline_policy_canada_investment_in_battery_innovation_and_production_projects_2025,policy_canada_investment_in_battery_innovation_and_production_projects_2025,Canada,Investment in battery innovation and production projects,2025,其他政策约束,unknown,unknown,中,0.45,0.4,0.35,0.452,False,False,policy_compliance,neutral,Canada｜unknown｜中,国家：Canada<br>政策名称：Investment in battery innovation and production projects<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.45<br>影响维度：policy_compliance<br>来源：https://www.canada.ca/en/natural-resources-canada/news/2025/10/canada-advances-battery-innovation-with-made-in-canada-technology0.html,https://www.canada.ca/en/natural-resources-canada/news/2025/10/canada-advances-battery-innovation-with-made-in-canada-technology0.html,https://www.canada.ca/en/natural-resources-canada/news/2025/10/canada-advances-battery-innovation-with-made-in-canada-technology0.html,0.45
timeline_policy_united_states_us_argentina_memorandum_of_understanding_on_cooperation_on_critical_minerals_2025,policy_united_states_us_argentina_memorandum_of_understanding_on_cooperation_on_critical_minerals_2025,United States,US-Argentina Memorandum of Understanding on Cooperation on Critical Minerals,2025,回收与循环体系,recycling,recycling_support,低,0.25,0.45,0.7,0.45,False,False,supply_stability,supportive,United States｜recycling｜低,国家：United States<br>政策名称：US-Argentina Memorandum of Understanding on Cooperation on Critical Minerals<br>政策类型：recycling<br>生效年份：2025<br>风险等级：低<br>风险分数：0.25<br>影响维度：supply_stability<br>来源：https://www.cancilleria.gob.ar/en/announcements/news/argentina-and-united-states-signed-memorandum-cooperation-critical-minerals,https://www.cancilleria.gob.ar/en/announcements/news/argentina-and-united-states-signed-memorandum-cooperation-critical-minerals,https://www.cancilleria.gob.ar/en/announcements/news/argentina-and-united-states-signed-memorandum-cooperation-critical-minerals,0.25
timeline_policy_argentina_us_argentina_memorandum_of_understanding_on_cooperation_on_critical_minerals_2025,policy_argentina_us_argentina_memorandum_of_understanding_on_cooperation_on_critical_minerals_2025,Argentina,US-Argentina Memorandum of Understanding on Cooperation on Critical Minerals,2025,回收与循环体系,recycling,recycling_support,低,0.25,0.45,0.7,0.45,False,False,supply_stability,supportive,Argentina｜recycling｜低,国家：Argentina<br>政策名称：US-Argentina Memorandum of Understanding on Cooperation on Critical Minerals<br>政策类型：recycling<br>生效年份：2025<br>风险等级：低<br>风险分数：0.25<br>影响维度：supply_stability<br>来源：https://www.cancilleria.gob.ar/en/announcements/news/argentina-and-united-states-signed-memorandum-cooperation-critical-minerals,https://www.cancilleria.gob.ar/en/announcements/news/argentina-and-united-states-signed-memorandum-cooperation-critical-minerals,https://www.cancilleria.gob.ar/en/announcements/news/argentina-and-united-states-signed-memorandum-cooperation-critical-minerals,0.25
timeline_policy_united_kingdom_vision_2035_critical_minerals_strategy_2025,policy_united_kingdom_vision_2035_critical_minerals_strategy_2025,United Kingdom,Vision 2035: Critical Minerals Strategy,2025,战略规划与产业支持,strategic_plan,critical_minerals_strategy,低,0.3,0.45,0.7,0.432,False,False,policy_compliance,supportive,United Kingdom｜strategic_plan｜低,国家：United Kingdom<br>政策名称：Vision 2035: Critical Minerals Strategy<br>政策类型：strategic_plan<br>生效年份：2025<br>风险等级：低<br>风险分数：0.30<br>影响维度：policy_compliance<br>来源：https://www.gov.uk/government/publications/uk-critical-minerals-strategy/vision-2035-critical-minerals-strategy,https://www.gov.uk/government/publications/uk-critical-minerals-strategy/vision-2035-critical-minerals-strategy,https://www.gov.uk/government/publications/uk-critical-minerals-strategy/vision-2035-critical-minerals-strategy,0.3
timeline_policy_zambia_zambia_integrated_mining_information_system_zimis_2025,policy_zambia_zambia_integrated_mining_information_system_zimis_2025,Zambia,Zambia Integrated Mining Information System (ZIMIS),2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.55,0.43,False,False,policy_compliance,neutral,Zambia｜unknown｜中,国家：Zambia<br>政策名称：Zambia Integrated Mining Information System (ZIMIS)<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.mmmd.gov.zm/?p=3913,https://www.mmmd.gov.zm/?p=3913,https://www.mmmd.gov.zm/?p=3913,0.4
timeline_policy_ghana_local_content_and_local_participation_policy_2025,policy_ghana_local_content_and_local_participation_policy_2025,Ghana,Local Content and Local Participation Policy,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.55,0.43,False,False,policy_compliance,neutral,Ghana｜unknown｜中,国家：Ghana<br>政策名称：Local Content and Local Participation Policy<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.mincom.gov.gh/wp-content/uploads/2025/02/Local-Content-Sixth-Edition-2025.pdf,https://www.mincom.gov.gh/wp-content/uploads/2025/02/Local-Content-Sixth-Edition-2025.pdf,https://www.mincom.gov.gh/wp-content/uploads/2025/02/Local-Content-Sixth-Edition-2025.pdf,0.4
timeline_policy_plurinational_state_of_bolivia_law_no_1613_general_state_budget_2025_2025,policy_plurinational_state_of_bolivia_law_no_1613_general_state_budget_2025_2025,Plurinational State of Bolivia,Law No. 1613: General State Budget 2025,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.55,0.43,False,False,policy_compliance,neutral,Plurinational State of Bolivia｜unknown｜中,国家：Plurinational State of Bolivia<br>政策名称：Law No. 1613: General State Budget 2025<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.procuraduria.gob.bo/ckfinder/userfiles/files/PGE-WEB/_Opinion/op2025tj/LEY1613.pdf,https://www.procuraduria.gob.bo/ckfinder/userfiles/files/PGE-WEB/_Opinion/op2025tj/LEY1613.pdf,https://www.procuraduria.gob.bo/ckfinder/userfiles/files/PGE-WEB/_Opinion/op2025tj/LEY1613.pdf,0.4
timeline_policy_cote_d_ivoire_integrated_mineral_resources_and_energy_policy_pirme_2025,policy_cote_d_ivoire_integrated_mineral_resources_and_energy_policy_pirme_2025,Cote D'ivoire,Integrated Mineral Resources and Energy Policy (PIRME),2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.55,0.43,False,False,policy_compliance,neutral,Cote D'ivoire｜unknown｜中,国家：Cote D'ivoire<br>政策名称：Integrated Mineral Resources and Energy Policy (PIRME)<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.energie.gouv.ci/actualite/la-cote-divoire-deploie-la-pirme-sa-premiere-strategie-integree-secteur-extractif-energie-pour-accelerer-sa-transformation-economique-69330b845665d,https://www.energie.gouv.ci/actualite/la-cote-divoire-deploie-la-pirme-sa-premiere-strategie-integree-secteur-extractif-energie-pour-accelerer-sa-transformation-economique-69330b845665d,https://www.energie.gouv.ci/actualite/la-cote-divoire-deploie-la-pirme-sa-premiere-strategie-integree-secteur-extractif-energie-pour-accelerer-sa-transformation-economique-69330b845665d,0.4
timeline_policy_new_zealand_minerals_strategy_for_new_zealand_and_critical_minerals_list_2025,policy_new_zealand_minerals_strategy_for_new_zealand_and_critical_minerals_list_2025,New Zealand,Minerals Strategy for New Zealand and Critical Minerals List,2025,战略规划与产业支持,strategic_plan,unknown,低,0.3,0.45,0.7,0.428,False,False,policy_compliance,supportive,New Zealand｜strategic_plan｜低,国家：New Zealand<br>政策名称：Minerals Strategy for New Zealand and Critical Minerals List<br>政策类型：strategic_plan<br>生效年份：2025<br>风险等级：低<br>风险分数：0.30<br>影响维度：policy_compliance<br>来源：https://www.nzpam.govt.nz/about/news/minerals-strategy-and-critical-minerals-list-launched,https://www.nzpam.govt.nz/about/news/minerals-strategy-and-critical-minerals-list-launched,https://www.nzpam.govt.nz/about/news/minerals-strategy-and-critical-minerals-list-launched,0.3
timeline_policy_canada_updated_nationally_determined_contribution_2025,policy_canada_updated_nationally_determined_contribution_2025,Canada,Updated Nationally Determined Contribution,2025,战略规划与产业支持,strategic_plan,unknown,低,0.35,0.45,0.35,0.42,False,False,policy_compliance,supportive,Canada｜strategic_plan｜低,国家：Canada<br>政策名称：Updated Nationally Determined Contribution<br>政策类型：strategic_plan<br>生效年份：2025<br>风险等级：低<br>风险分数：0.35<br>影响维度：policy_compliance<br>来源：https://unfccc.int/sites/default/files/2025-02/Canada%27s%202035%20Nationally%20Determined%20Contribution_ENc.pdf,https://unfccc.int/sites/default/files/2025-02/Canada%27s%202035%20Nationally%20Determined%20Contribution_ENc.pdf,https://unfccc.int/sites/default/files/2025-02/Canada%27s%202035%20Nationally%20Determined%20Contribution_ENc.pdf,0.35
timeline_policy_european_union_the_clean_industrial_deal_a_joint_roadmap_for_competitiveness_and_decarbonisation_2025,policy_european_union_the_clean_industrial_deal_a_joint_roadmap_for_competitiveness_and_decarbonisation_2025,European Union,The Clean Industrial Deal: A joint roadmap for competitiveness and decarbonisation,2025,战略规划与产业支持,strategic_plan,unknown,低,0.3,0.45,0.55,0.398,False,False,policy_compliance,supportive,European Union｜strategic_plan｜低,国家：European Union<br>政策名称：The Clean Industrial Deal: A joint roadmap for competitiveness and decarbonisation<br>政策类型：strategic_plan<br>生效年份：2025<br>风险等级：低<br>风险分数：0.30<br>影响维度：policy_compliance<br>来源：https://commission.europa.eu/topics/eu-competitiveness/clean-industrial-deal_en,https://commission.europa.eu/topics/eu-competitiveness/clean-industrial-deal_en,https://commission.europa.eu/topics/eu-competitiveness/clean-industrial-deal_en,0.3
timeline_policy_people_s_republic_of_china_pilot_demonstration_program_2025,policy_people_s_republic_of_china_pilot_demonstration_program_2025,People's Republic of China,Pilot demonstration program,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.395,False,False,policy_compliance,neutral,People's Republic of China｜unknown｜中,国家：People's Republic of China<br>政策名称：Pilot demonstration program<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.nea.gov.cn/20250610/472b12c43f534aab9a95de81034dcd92/20250610472b12c43f534aab9a95de81034dcd92_2288580504e06346d39eb8d268c8e70947.pdf,https://www.nea.gov.cn/20250610/472b12c43f534aab9a95de81034dcd92/20250610472b12c43f534aab9a95de81034dcd92_2288580504e06346d39eb8d268c8e70947.pdf,https://www.nea.gov.cn/20250610/472b12c43f534aab9a95de81034dcd92/20250610472b12c43f534aab9a95de81034dcd92_2288580504e06346d39eb8d268c8e70947.pdf,0.4
timeline_policy_israel_national_energy_efficiency_programme_energy_efficiency_and_decarbonation_promotion_2025,policy_israel_national_energy_efficiency_programme_energy_efficiency_and_decarbonation_promotion_2025,Israel,National Energy Efficiency Programme - energy efficiency and decarbonation promotion,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.395,False,False,policy_compliance,neutral,Israel｜unknown｜中,国家：Israel<br>政策名称：National Energy Efficiency Programme - energy efficiency and decarbonation promotion<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.gov.il/en/pages/energy-efficiency-plan,https://www.gov.il/en/pages/energy-efficiency-plan,https://www.gov.il/en/pages/energy-efficiency-plan,0.4
timeline_policy_france_local_government_fleet_renewal_mandate_2025,policy_france_local_government_fleet_renewal_mandate_2025,France,Local Government fleet renewal mandate,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,France｜unknown｜中,国家：France<br>政策名称：Local Government fleet renewal mandate<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：http://www.ieahev.org/assets/1/7/2016_IA-HEV_BOOK_web_(1).pdf,http://www.ieahev.org/assets/1/7/2016_IA-HEV_BOOK_web_(1).pdf,http://www.ieahev.org/assets/1/7/2016_IA-HEV_BOOK_web_(1).pdf,0.4
timeline_policy_korea_special_act_on_national_resource_security_2025,policy_korea_special_act_on_national_resource_security_2025,Korea,Special Act on National Resource Security,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,Korea｜unknown｜中,国家：Korea<br>政策名称：Special Act on National Resource Security<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.law.go.kr/LSW//lsInfoP.do?lsiSeq=259657&chrClsCd=010202&urlMode=lsInfoP&efYd=20250207&ancYnChk=#0000,https://www.law.go.kr/LSW//lsInfoP.do?lsiSeq=259657&chrClsCd=010202&urlMode=lsInfoP&efYd=20250207&ancYnChk=#0000,https://www.law.go.kr/LSW//lsInfoP.do?lsiSeq=259657&chrClsCd=010202&urlMode=lsInfoP&efYd=20250207&ancYnChk=#0000,0.4
timeline_policy_united_kingdom_updated_nationally_determined_contribution_2025,policy_united_kingdom_updated_nationally_determined_contribution_2025,United Kingdom,Updated Nationally Determined Contribution,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,United Kingdom｜unknown｜中,国家：United Kingdom<br>政策名称：Updated Nationally Determined Contribution<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://unfccc.int/sites/default/files/2025-01/UK%27s%202035%20NDC%20ICTU.pdf,https://unfccc.int/sites/default/files/2025-01/UK%27s%202035%20NDC%20ICTU.pdf,https://unfccc.int/sites/default/files/2025-01/UK%27s%202035%20NDC%20ICTU.pdf,0.4
timeline_policy_saudi_arabia_saudi_electricity_company_battery_energy_storage_systems_awards_2025,policy_saudi_arabia_saudi_electricity_company_battery_energy_storage_systems_awards_2025,Saudi Arabia,Saudi Electricity Company Battery Energy Storage Systems Awards,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,Saudi Arabia｜unknown｜中,国家：Saudi Arabia<br>政策名称：Saudi Electricity Company Battery Energy Storage Systems Awards<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.saudigulfprojects.com/2025/01/saudi-arabia-awards-10500mwh-battery-energy-storage-system-contracts/,https://www.saudigulfprojects.com/2025/01/saudi-arabia-awards-10500mwh-battery-energy-storage-system-contracts/,https://www.saudigulfprojects.com/2025/01/saudi-arabia-awards-10500mwh-battery-energy-storage-system-contracts/,0.4
timeline_policy_malta_budget_2025_financing_incentives_for_renewables_including_batteries_2025,policy_malta_budget_2025_financing_incentives_for_renewables_including_batteries_2025,Malta,Budget 2025 - Financing incentives for renewables including batteries,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,Malta｜unknown｜中,国家：Malta<br>政策名称：Budget 2025 - Financing incentives for renewables including batteries<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://finance.gov.mt/wp-content/uploads/2024/11/Diskors-tal-Budget-2025.pdf,https://finance.gov.mt/wp-content/uploads/2024/11/Diskors-tal-Budget-2025.pdf,https://finance.gov.mt/wp-content/uploads/2024/11/Diskors-tal-Budget-2025.pdf,0.4
timeline_policy_luxembourg_law_no_8462_establishing_a_support_scheme_for_the_transition_to_a_net_zero_emissions_economy_2025,policy_luxembourg_law_no_8462_establishing_a_support_scheme_for_the_transition_to_a_net_zero_emissions_economy_2025,Luxembourg,Law No 8462 establishing a support scheme for the transition to a net zero emissions economy,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,Luxembourg｜unknown｜中,国家：Luxembourg<br>政策名称：Law No 8462 establishing a support scheme for the transition to a net zero emissions economy<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://meco.gouvernement.lu/fr/actualites.gouvernement2024+fr+actualites+toutes_actualites+communiques+2025+02-fevrier+28-decarbonisation-industrie.html,https://meco.gouvernement.lu/fr/actualites.gouvernement2024+fr+actualites+toutes_actualites+communiques+2025+02-fevrier+28-decarbonisation-industrie.html,https://meco.gouvernement.lu/fr/actualites.gouvernement2024+fr+actualites+toutes_actualites+communiques+2025+02-fevrier+28-decarbonisation-industrie.html,0.4
timeline_policy_finland_investment_credit_for_large_investments_aiming_at_a_climate_neutral_economy_2025,policy_finland_investment_credit_for_large_investments_aiming_at_a_climate_neutral_economy_2025,Finland,Investment credit for large investments aiming at a climate neutral economy,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,Finland｜unknown｜中,国家：Finland<br>政策名称：Investment credit for large investments aiming at a climate neutral economy<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.businessfinland.fi/en/for-finnish-customers/services/funding/tax-credit-for-large-clean-transition-investments,https://www.businessfinland.fi/en/for-finnish-customers/services/funding/tax-credit-for-large-clean-transition-investments,https://www.businessfinland.fi/en/for-finnish-customers/services/funding/tax-credit-for-large-clean-transition-investments,0.4
timeline_policy_sweden_2025_budget_industriklivet_2025,policy_sweden_2025_budget_industriklivet_2025,Sweden,2025 Budget- Industriklivet,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,Sweden｜unknown｜中,国家：Sweden<br>政策名称：2025 Budget- Industriklivet<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://vatgas.se/en/2024/10/02/the-budget-bill-2025-focus-on-energy-innovation-and-sustainability/,https://vatgas.se/en/2024/10/02/the-budget-bill-2025-focus-on-energy-innovation-and-sustainability/,https://vatgas.se/en/2024/10/02/the-budget-bill-2025-focus-on-energy-innovation-and-sustainability/,0.4
